EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
83	11:24:49	2	0.0063	0.38347547832822704	0.430650919675827		0.8061
84	11:28:23	3	0.0063	0.38304888495447326	0.43478259444236755		0.806
85	11:31:58	4	0.0063	0.3826675288769891	0.42952367663383484		0.8069
86	11:35:37	5	0.0063	0.38181718225770667	0.43411383032798767		0.8049
87	11:39:18	6	0.0063	0.38039855436019504	0.4275941550731659		0.8066
88	11:42:56	1	0.0031	0.3812692806155397	0.4286873936653137		0.8073
89	11:46:30	2	0.0031	0.3810943735220461	0.42958125472068787		0.8068
90	11:50:10	3	0.0031	0.37941367244499347	0.42963364720344543		0.8071
91	11:53:49	4	0.0031	0.38060093393158195	0.42863282561302185		0.8072
92	11:57:25	5	0.0031	0.37871111291331666	0.4304984509944916		0.8075
93	12:00:59	6	0.0031	0.3788109056929688	0.42979952692985535		0.8075
94	12:04:33	1	0.0016	0.37916765164627425	0.4287901222705841		0.8072
95	12:08:05	2	0.0016	0.37750014025681294	0.42934149503707886		0.8071
96	12:11:43	3	0.0016	0.37625741264914003	0.4301656484603882		0.8068
97	12:15:16	4	0.0016	0.37754469704397325	0.4299772381782532		0.8071
98	12:18:51	5	0.0016	0.37718965715760905	0.430115282535553		0.8077
99	12:22:27	6	0.0016	0.377499552972944	0.4303014874458313		0.807
100	12:26:02	1	0.0008	0.37786006533890754	0.43001288175582886		0.8068
